U125,20:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Samojlov Arnol'd Svjatoslavovich,I2342142,4574 827346
W125,21:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Drozdov Martyn Rudol'fovich,I2342143,4575 827346
A125,22:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Myshkin Pantelej Dmitrievich,I2342144,4576 827346
S125,23:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Osipov Viktor Efimovich,I2342145,4577 827346
F125,0:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Kornilov Ruslan Pjotrovich,I2342146,4578 827346
B125,1:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Medvedev Evgenij Onisimovich,I2342147,4579 827346
Y125,2:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Shestakov Kim Mjelorovich,I2342148,4580 827346
M125,3:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Koroljov Timur Fedotovich,I2342149,4581 827346
L125,4:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Subbotin Lazar' Denisovich,I2342150,4582 827346
U126,5:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Zuev Iraklij Kuprijanovich,I2342151,4583 827346
W126,6:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Abramov Osip Evgen'evich,I2342152,4584 827346
A126,7:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Denisov Ustin Pjotrovich,I2342153,4585 827346
S126,8:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Egorov Jurij Georgievich,I2342154,4586 827346
F126,9:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Zhuravljov Vlas Georgievich,I2342155,4587 827346
B126,10:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Filippov Julian Iosifovich,I2342156,4588 827346
Y126,11:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Borisov Garri Borisovich,I2342157,4589 827346
M126,12:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Pestov Georgij Ulebovich,I2342158,4590 827346
L126,13:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Ignat'ev Il'ja Jakunovich,I2342159,4591 827346
U127,14:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Andreev Ignat Mihailovich,I2342160,4592 827346
W127,15:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Gordeev Filipp Jaroslavovich,I2342161,4593 827346
A127,16:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Seleznjov Anatolij Platonovich,I2342162,4594 827346
S127,17:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Zimin Sergej Jur'evich,I2342163,4595 827346
F127,18:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Fadeev Artur Antonovich,I2342164,4596 827346
B127,19:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Belousov Val'ter Dmitrievich,I2342165,4597 827346
Y127,20:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Avdeev Val'ter Fedoseevich,I2342166,4598 827346
M127,21:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Kulikov Ibragil Feliksovich,I2342167,4599 827346
L127,22:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Rusakov Paramon Mihailovich,I2342168,4600 827346
U128,23:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Trofimov Lev Natanovich,I2342169,4601 827346
W128,0:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Silin Ruslan L'vovich,I2342170,4602 827346
A128,1:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Mironov Elisej L'vovich,I2342171,4603 827346
S128,2:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Safonov Askol'd Kimovich,I2342172,4604 827346
F128,3:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Sergeev Terentij Matveevich,I2342173,4605 827346
B128,4:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Lukin Orest Fedorovich,I2342174,4606 827346
Y128,5:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Poljakov Vlas Olegovich,I2342175,4607 827346
M128,6:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Miheev Justinian Mihajlovich,I2342176,4608 827346
L128,7:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Nikiforov Varlaam Ulebovich,I2342177,4609 827346
U129,8:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Zhdanov Vol'demar Filippovich,I2342178,4610 827346
W129,9:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Nikolaev Artem Gennad'evich,I2342179,4611 827346
A129,10:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Arhipov Isaak Valentinovich,I2342180,4612 827346
S129,11:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Fadeev Naum Efimovich,I2342181,4613 827346
F129,12:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Kudrjashov Solomon Anatol'evich,I2342182,4614 827346
B129,13:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Ermakov Viktor Ignat'evich,I2342183,4615 827346
Y129,14:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Sysoev Kas'jan Semjonovich,I2342184,4616 827346
M129,15:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Seliverstov Georgij Danilovich,I2342185,4617 827346
L129,16:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Ustinov Ljubomir Kirillovich,I2342186,4618 827346
U130,17:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Evseev Miroslav Ignat'evich,I2342187,4619 827346
W130,18:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Kabanov Avraam Damirovich,I2342188,4620 827346
A130,19:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Uvarov Jakov Matveevich,I2342189,4621 827346
S130,20:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Gavrilov Nison Gordeevich,I2342190,4622 827346
F130,21:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Mihajlov Evgenij Avdeevich,I2342191,4623 827346
B130,22:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Safonov Mihail Vjacheslavovich,I2342192,4624 827346
Y130,23:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Myshkin Gordej Fedotovich,I2342193,4625 827346
M130,0:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Ignat'ev Aleksej Mjelorovich,I2342194,4626 827346
L130,1:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Fomichjov Al'bert Konstantinovich,I2342195,4627 827346
U131,2:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Suhanov Emel'jan Nikolaevich,I2342196,4628 827346
W131,3:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Mamontov Maksim Agafonovich,I2342197,4629 827346
A131,4:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Kalashnikov Ljubomir Valentinovich,I2342198,4630 827346
S131,5:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Ovchinnikov Maksim Artjomovich,I2342199,4631 827346
F131,6:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Panov Agafon Boguslavovich,I2342200,4632 827346
B131,7:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Murav'jov Arkadij Frolovich,I2342201,4633 827346
Y131,8:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Afanas'ev Pavel Adol'fovich,I2342202,4634 827346
M131,9:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Danilov Pantelej Ruslanovich,I2342203,4635 827346
L131,10:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Koshelev Leonid Timurovich,I2342204,4636 827346
U132,11:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Sharov Frol Denisovich,I2342205,4637 827346
W132,12:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Gusev Gordij Kimovich,I2342206,4638 827346
A132,13:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Borisov Luka Romanovich,I2342207,4639 827346
S132,14:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Kondrat'ev Vladlen Iosifovich,I2342208,4640 827346
U123,2:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Grishin Daniil Jaroslavovich,I2342209,4641 827346
W123,3:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Fedotov Jerik Antoninovich,I2342210,4642 827346
A123,4:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Gerasimov Varlam Fedotovich,I2342211,4643 827346
S123,5:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Titov Pantelej Mihajlovich,I2342212,4644 827346
F123,6:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Kalinin Taras Protas'evich,I2342213,4645 827346
B123,7:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Nekrasov Mihail Jeduardovich,I2342214,4646 827346
Y123,8:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Makarov Varlam Martynovich,I2342215,4647 827346
M123,9:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Gorshkov Azarij Semjonovich,I2342216,4648 827346
L123,10:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Borisov Stanislav Ivanovich,I2342217,4649 827346
U124,11:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Smirnov Kondratij Pjotrovich,I2342218,4650 827346
W124,12:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Molchanov Rostislav Artjomovich,I2342219,4651 827346
A124,13:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Odincov Jerik Jakunovich,I2342220,4652 827346
S124,14:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Ivankov Jeduard Onisimovich,I2342221,4653 827346
F124,15:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Suvorov Adol'f Mihailovich,I2342222,4654 827346
B124,16:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Gerasimov Innokentij Sozonovich,I2342223,4655 827346
Y124,17:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Kudrjashov Aristarh Germanovich,I2342224,4656 827346
M124,18:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Osipov Pankratij Davidovich,I2342225,4657 827346
L124,19:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Ovchinnikov Moisej Mjelorovich,I2342226,4658 827346
U125,20:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Voronov Pankratij Ulebovich,I2342227,4659 827346
W125,21:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Strelkov Oskar Jakovovich,I2342228,4660 827346
A125,22:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Borisov Velor Tihonovich,I2342229,4661 827346
S125,23:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Aksjonov Vladislav Veniaminovich,I2342230,4662 827346
F125,0:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Samojlov Ljudvig Egorovich,I2342231,4663 827346
B125,1:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Loginov Innokentij Dem'janovich,I2342232,4664 827346
Y125,2:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Fomin Abram Germannovich,I2342233,4665 827346
M125,3:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Matveev Rudol'f Olegovich,I2342234,4666 827346
L125,4:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Aleksandrov Matvej Maksimovich,I2342235,4667 827346
U126,5:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Denisov Arsenij Antonovich,I2342236,4668 827346
W126,6:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Beljaev Isaak Dmitrievich,I2342237,4669 827346
A126,7:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Birjukov Villi Onisimovich,I2342238,4670 827346
S126,8:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Fomichjov German Irineevich,I2342239,4671 827346
F126,9:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Mamontov Martin Nikitevich,I2342240,4672 827346
B126,10:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Shhukin Ignatij Parfen'evich,I2342241,4673 827346
Y126,11:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Rogov Nazarij Gennadievich,I2342242,4674 827346
M126,12:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Sharov Klement Damirovich,I2342243,4675 827346
L126,13:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Gromov Garri Viktorovich,I2342244,4676 827346
U127,14:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Shubin Arnol'd Robertovich,I2342245,4677 827346
W127,15:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Poljakov Klim Alekseevich,I2342246,4678 827346
A127,16:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Drozdov Innokentij Pantelejmonovich,I2342247,4679 827346
S127,17:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Loginov Anton Romanovich,I2342248,4680 827346
F127,18:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Gorbunov Aleksandr Parfen'evich,I2342249,4681 827346
B127,19:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Agafonov Venedikt Daniilovich,I2342250,4682 827346
Y127,20:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Pahomov Jaroslav L'vovich,I2342251,4683 827346
M127,21:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Nikonov Hariton Rostislavovich,I2342252,4684 827346
L127,22:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Zimin Lev Georg'evich,I2342253,4685 827346
U128,23:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Komissarov Gordij Lavrent'evich,I2342254,4686 827346
W128,0:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Kornilov Efim Maksovich,I2342255,4687 827346
A128,1:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Isakov Pankratij Gordeevich,I2342256,4688 827346
S128,2:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Mironov Ignat Dem'janovich,I2342257,4689 827346
F128,3:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Uvarov Mecheslav Lavrent'evich,I2342258,4690 827346
B128,4:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Samojlov Savelij Feliksovich,I2342259,4691 827346
Y128,5:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Fjodorov Venedikt Julianovich,I2342260,4692 827346
M128,6:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Zaharov Julij Jakunovich,I2342261,4693 827346
L128,7:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Kuz'min Isak Evseevich,I2342262,4694 827346
U129,8:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Frolov Vol'demar Sergeevich,I2342263,4695 827346
W129,9:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Mironov Makar Kuprijanovich,I2342264,4696 827346
A129,10:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Simonov Valerij L'vovich,I2342265,4697 827346
S129,11:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Ermakov Mecheslav Grigor'evich,I2342266,4698 827346
F129,12:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Turov Jakov Viktorovich,I2342267,4699 827346
B129,13:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Gerasimov Iosif Stanislavovich,I2342268,4700 827346
Y129,14:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Safonov Stepan Iosifovich,I2342269,4701 827346
M129,15:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Rusakov Maj Nikolaevich,I2342270,4702 827346
L129,16:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Fomichjov Justin Davidovich,I2342271,4703 827346
U130,17:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Larionov Evdokim Gordeevich,I2342272,4704 827346
W130,18:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Belov Karl Aleksandrovich,I2342273,4705 827346
A130,19:00,18.12.2042,18.12.2023 8:00,18.12.2023 8:00,Komarov Mihail Grigor'evich,I2342274,4706 827346
S130,20:00,19.12.2042,19.12.2023 9:00,19.12.2023 9:16,Tarasov Platon Protas'evich,I2342275,4707 827346
F130,21:00,11.12.2023,11.12.2023 10:00,11.12.2023 10:22,Shestakov Leontij Natanovich,I2342276,4708 827346
B130,22:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Artem'ev Fedor Germannovich,I2342277,4709 827346
Y130,23:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Zinov'ev Mark Artemovich,I2342278,4710 827346
M130,0:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Rozhkov Isak Vladislavovich,I2342279,4711 827346
L130,1:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Silin Avvakuum Valentinovich,I2342280,4712 827346
U131,2:00,12.12.2023,16.12.2023 6:00,16.12.2023 6:00,Fjodorov Kliment Eremeevich,I2342281,4713 827346
W131,3:00,13.12.2023,17.12.2023 7:00,17.12.2023 7:34,Makarov Robert Sozonovich,I2342282,4714 827346
A131,4:00,14.12.2023,18.12.2023 8:00,18.12.2023 8:00,Voroncov Isak Ulebovich,I2342283,4715 827346
S131,5:00,15.12.2023,19.12.2023 9:00,19.12.2023 9:16,Kulakov Semen Semenovich,I2342284,4716 827346
F131,6:00,16.12.2023,11.12.2023 10:00,11.12.2023 10:22,Fadeev Igor' Jakovlevich,I2342285,4717 827346
B131,7:00,17.12.2023,12.12.2023 2:00,12.12.2023 2:12,Matveev Artur Rostislavovich,I2342286,4718 827346
Y131,8:00,18.12.2023,13.12.2023 3:00,13.12.2023 3:53,Stepanov Nikolaj Borisovich,I2342287,4719 827346
M131,9:00,19.12.2023,14.12.2023 4:00,14.12.2023 4:17,Kudrjavcev Gordej Stanislavovich,I2342288,4720 827346
L131,10:00,12.12.2023,15.12.2023 5:00,15.12.2023 5:50,Silin Dmitrij Natanovich,I2342289,4721 827346
U132,11:00,13.12.2023,16.12.2023 6:00,16.12.2023 6:00,Vorob'jov Apollon Gennad'evich,I2342290,4722 827346
W132,12:00,14.12.2023,17.12.2023 7:00,17.12.2023 7:34,Matveev Iraklij Irineevich,I2342291,4723 827346
A132,13:00,15.12.2023,18.12.2023 8:00,18.12.2023 8:00,Samsonov Gordej Donatovich,I2342292,4724 827346
S132,14:00,16.12.2023,19.12.2023 9:00,19.12.2023 9:16,Knjazev Timofej Semenovich,I2342293,4725 827346
U123,2:00,17.12.2023,11.12.2023 10:00,11.12.2023 10:22,Evdokimov Nazarij Valentinovich,I2342294,4726 827346
W123,3:00,18.12.2023,12.12.2023 2:00,12.12.2023 2:12,Grigor'ev Igor' Ivanovich,I2342295,4727 827346
A123,4:00,19.12.2023,13.12.2023 3:00,13.12.2023 3:53,Haritonov Kim Valer'evich,I2342296,4728 827346
S123,5:00,12.12.2023,14.12.2023 4:00,14.12.2023 4:17,Veselov Vissarion Aleksandrovich,I2342297,4729 827346
F123,6:00,13.12.2023,15.12.2023 5:00,15.12.2023 5:50,Safonov Velorij Eremeevich,I2342298,4730 827346
B123,7:00,14.12.2023,16.12.2023 6:00,16.12.2023 6:00,Il'in Nelli Mihajlovich,I2342299,4731 827346
Y123,8:00,15.12.2023,17.12.2023 7:00,17.12.2023 7:34,Rogov Nikolaj Matveevich,I2342300,4732 827346
M123,9:00,16.12.2023,18.12.2023 8:00,18.12.2023 8:00,Hohlov Ostap Antoninovich,I2342301,4733 827346
L123,10:00,17.12.2023,19.12.2023 9:00,19.12.2023 9:16,Seleznjov Efim Naumovich,I2342302,4734 827346
U124,11:00,18.12.2023,11.12.2023 10:00,11.12.2023 10:22,Efremov Stepan Luk'janovich,I2342303,4735 827346
W124,12:00,19.12.2023,12.12.2023 2:00,12.12.2023 2:12,Dorofeev Venedikt Mitrofanovich,I2342304,4736 827346
A124,13:00,12.12.2023,13.12.2023 3:00,13.12.2023 3:53,Potapov Venedikt Al'bertovich,I2342305,4737 827346
S124,14:00,13.12.2023,14.12.2023 4:00,14.12.2023 4:17,Grishin Stepan Matveevich,I2342306,4738 827346
F124,15:00,14.12.2023,15.12.2023 5:00,15.12.2023 5:50,Denisov Gavriil Stanislavovich,I2342307,4739 827346
B124,16:00,15.12.2023,16.12.2023 6:00,16.12.2023 6:00,Pahomov Lavr Ignat'evich,I2342308,4740 827346
Y124,17:00,16.12.2023,17.12.2023 7:00,17.12.2023 7:34,Vasil'ev Pantelejmon Maksovich,I2342309,4741 827346
M124,18:00,17.12.2023,18.12.2023 8:00,18.12.2023 8:00,Morozov Ljubomir Julianovich,I2342310,4742 827346
L124,19:00,18.12.2023,19.12.2023 9:00,19.12.2023 9:16,Grigor'ev Vitol'd Georgievich,I2342311,4743 827346
U125,20:00,19.12.2023,11.12.2023 10:00,11.12.2023 10:22,Evdokimov Jakov Julianovich,I2342312,4744 827346
W125,21:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Zimin Ustin Artjomovich,I2342313,4745 827346
A125,22:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Zhdanov Leonid Mironovich,I2342314,4746 827346
S125,23:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Vinogradov Ivan Jeduardovich,I2342315,4747 827346
F125,0:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Rozhkov Innokentij Maksimovich,I2342316,4748 827346
B125,1:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Mishin Roman Aleksandrovich,I2342317,4749 827346
Y125,2:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Arhipov Mechislav Martynovich,I2342318,4750 827346
M125,3:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Lavrent'ev Pankrat L'vovich,I2342319,4751 827346
L125,4:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Il'in Bogdan Vadimovich,I2342320,4752 827346
U126,5:00,12.12.2023,11.12.2023 10:00,11.12.2023 10:22,Kononov David Alekseevich,I2342321,4753 827346
W126,6:00,13.12.2023,12.12.2023 2:00,12.12.2023 2:12,Ivankov Lavrentij Bogdanovich,I2342322,4754 827346
A126,7:00,14.12.2023,13.12.2023 3:00,13.12.2023 3:53,Bogdanov Andrej Gelas'evich,I2342323,4755 827346
S126,8:00,15.12.2023,14.12.2023 4:00,14.12.2023 4:17,Krasil'nikov Pankrat Jel'darovich,I2342324,4756 827346
F126,9:00,16.12.2023,15.12.2023 5:00,15.12.2023 5:50,Bobrov Avraam Jel'darovich,I2342325,4757 827346
B126,10:00,17.12.2023,16.12.2023 6:00,16.12.2023 6:00,Guljaev Vjacheslav Rostislavovich,I2342326,4758 827346
Y126,11:00,18.12.2023,17.12.2023 7:00,17.12.2023 7:34,Zhukov Mihail Il'jaovich,I2342327,4759 827346
M126,12:00,19.12.2023,18.12.2023 8:00,18.12.2023 8:00,Shubin Emel'jan Fedoseevich,I2342328,4760 827346
L126,13:00,12.12.2023,19.12.2023 9:00,19.12.2023 9:16,Drozdov Ibragil Valer'janovich,I2342329,4761 827346
U127,14:00,13.12.2023,11.12.2023 10:00,11.12.2023 10:22,Belousov Orest Natanovich,I2342330,4762 827346
W127,15:00,14.12.2023,12.12.2023 2:00,12.12.2023 2:12,Suvorov Maksim Fedorovich,I2342331,4763 827346
A127,16:00,15.12.2023,13.12.2023 3:00,13.12.2023 3:53,Gordeev Kassian Valentinovich,I2342332,4764 827346
S127,17:00,16.12.2023,14.12.2023 4:00,14.12.2023 4:17,Birjukov Ivan Borisovich,I2342333,4765 827346
F127,18:00,17.12.2023,15.12.2023 5:00,15.12.2023 5:50,Frolov Stanislav Tarasovich,I2342334,4766 827346
B127,19:00,18.12.2023,16.12.2023 6:00,16.12.2023 6:00,Fokin Benedikt Andreevich,I2342335,4767 827346
Y127,20:00,19.12.2023,17.12.2023 7:00,17.12.2023 7:34,Shubin Moisej Agafonovich,I2342336,4768 827346
M127,21:00,12.12.2023,18.12.2023 8:00,18.12.2023 8:00,Anisimov Rodion Andreevich,I2342337,4769 827346
L127,22:00,13.12.2023,19.12.2023 9:00,19.12.2023 9:16,Shhukin Nison Kirillovich,I2342338,4770 827346
U128,23:00,14.12.2023,11.12.2023 10:00,11.12.2023 10:22,Fadeev Nison Glebovich,I2342339,4771 827346
W128,0:00,15.12.2023,12.12.2023 2:00,12.12.2023 2:12,Golubev Kondratij Maksovich,I2342340,4772 827346
A128,1:00,16.12.2023,13.12.2023 3:00,13.12.2023 3:53,Komarov Veniamin Antonovich,I2342341,4773 827346
S128,2:00,17.12.2023,14.12.2023 4:00,14.12.2023 4:17,Gorshkov Gordej Donatovich,I2342342,4774 827346
F128,3:00,18.12.2023,15.12.2023 5:00,15.12.2023 5:50,Morozov Vitalij Aleksandrovich,I2342343,4775 827346
